label_g_teacher_salary_growth	label_g_teacher_salary_growth_2	total_column_o_projected_register	total_column_q_register_change	label_s_fair_student_funding_register_formula	weighted_register	calculation_j_foundation	total_column_n_fy14_actual_registers	system_wide_teacher_salary_growth	foundation	label_w_final_school_fsf_percent	label_h_foundation_for_new_schools	label_f_register_change_allocation_based_on_school_s_percent_of_formula	label_j_fy15_fair_student_formula_at_100	total_column_p_projected_formula	fiscal_year	label_t_change_to_preliminary_fair_student_funding_percentage_capped_at_100	total_column_r_register_dollar_change	calculation_j_fsf_formula_at_100	location	label_a_fy14_revised_based_allocations	label_d_initial_fair_student_funding_allocations_total	calculation_j_initial_fair_student_funding_allocations_total
0.00	0.00	1257.55	-51.10	-210650.37	1257.55	225000.00	1308.65	0.00	225000.00	0.81	0.00	-170626.78	5409321.89	5184321.89	2015	0.81	-210650.37	5409321.89	K285	4594927.00	4424300.22	4424300.22
0.00	0.00	256.80	-15.39	-63452.41	256.8	225000.00	272.19	0.00	225000.00	0.9741	0.00	-61809.74	1283679.85	1058679.85	2015	0.9741	-63452.41	1283679.85	K287	1318082.00	1256272.26	1256272.26
0.00	0.00	595.49	2.46	10142.58	595.49	225000.00	593.03	0.00	225000.00	0.8112	0.00	8227.56	2679934.73	2454934.73	2015	0.8112	10142.58	2679934.73	K288	2208190.00	2216417.56	2216417.56
0.00	0.00	634.84	-44.37	-182918.85	634.84	225000.00	679.21	0.00	225000.00	0.8408	0.00	-153805.49	2842138.31	2617138.31	2015	0.8408	-182918.85	2842138.31	K289	2579400.00	2425594.51	2425594.51
0.00	0.00	778.56	27.89	114996.69	778.56	225000.00	750.66	0.00	225000.00	0.8284	0.00	95262.75	3434642.35	3209642.35	2015	0.8284	114996.69	3434642.35	K290	2788591.00	2883853.75	2883853.75
0.00	0.00	747.53	-152.15	-627262.90	747.53	225000.00	899.68	0.00	225000.00	0.81	0.00	-508083.00	3306707.08	3081707.08	2015	0.81	-627262.90	3306707.08	K291	3229266.00	2721183.00	2721183.00
0.00	0.00	1076.41	-15.71	-64765.87	1076.41	225000.00	1092.12	0.00	225000.00	0.81	0.00	-52460.35	4662554.03	4437554.03	2015	0.81	-64765.87	4662554.03	K292	3871879.00	3819418.65	3819418.65
0.00	0.00	665.73	1.95	8042.57	665.73	225000.00	663.78	0.00	225000.00	0.8769	0.00	7052.50	2969521.87	2744521.87	2015	0.8769	8042.57	2969521.87	K295	2624610.00	2631662.50	2631662.50
0.00	0.00	336.61	-8.52	-35124.00	336.61	225000.00	345.13	0.00	225000.00	0.8621	0.00	-30278.71	1612701.45	1387701.45	2015	0.8621	-35124.00	1612701.45	K297	1451549.00	1421270.29	1421270.29
0.00	0.00	282.77	-73.14	-301507.79	282.77	225000.00	355.90	0.00	225000.00	0.81	0.00	-244221.28	1390722.98	1165722.98	2015	0.81	-301507.79	1390722.98	K298	1413457.00	1169235.72	1169235.72
0.00	0.00	481.11	-8.11	-33413.88	481.11	225000.00	489.22	0.00	225000.00	0.8996	0.00	-30060.43	2208416.44	1983416.44	2015	0.8996	-33413.88	2208416.44	K299	2039419.00	2009358.57	2009358.57
0.00	0.00	236.13	-39.23	-161725.99	236.13	225000.00	275.36	0.00	225000.00	0.81	0.00	-130998.08	1198474.59	973474.59	2015	0.81	-161725.99	1198474.59	K301	1144513.00	1013514.92	1013514.92
0.00	0.00	403.16	-468.42	-1931082.34	403.16	225000.00	871.58	0.00	225000.00	0.81	0.00	-1564177.02	1887036.31	1662036.31	2015	0.81	-1931082.34	1887036.31	K302	3135427.00	1571249.98	1571249.98
0.00	0.00	838.90	-23.65	-97501.00	838.9	225000.00	862.55	0.00	225000.00	0.8195	0.00	-79906.34	3683386.56	3458386.56	2015	0.8195	-97501.00	3683386.56	K303	3139206.00	3059299.66	3059299.66
0.00	0.00	243.76	-29.62	-122117.89	243.76	225000.00	273.38	0.00	225000.00	0.81	0.00	-98915.48	1229892.04	1004892.04	2015	0.81	-122117.89	1229892.04	K305	1137878.00	1038962.52	1038962.52
0.00	0.00	866.18	-6.78	-27951.44	866.18	225000.00	872.96	0.00	225000.00	0.9139	0.00	-25545.48	3795862.58	3570862.58	2015	0.9139	-27951.44	3795862.58	K306	3514042.00	3488496.52	3488496.52
0.00	0.00	471.82	11.90	49039.12	471.82	225000.00	459.92	0.00	225000.00	0.9256	0.00	45392.01	2170087.96	1945087.96	2015	0.9256	49039.12	2170087.96	K307	1980037.00	2025429.01	2025429.01
0.00	0.00	599.81	-95.08	-391974.96	599.81	225000.00	694.89	0.00	225000.00	0.8333	0.00	-326645.77	2697736.17	2472736.17	2015	0.8333	-391974.96	2697736.17	K308	2612259.00	2285613.23	2285613.23
0.00	0.00	350.69	-23.58	-97199.89	350.69	225000.00	374.26	0.00	225000.00	1.0573	0.00	-97199.83	1670716.78	1445716.78	2015	1	-97199.89	1670716.78	K309	1850714.00	1753514.17	1753514.17
0.00	0.00	650.51	110.59	455908.24	650.51	225000.00	539.92	0.00	225000.00	1.0041	0.00	455907.83	2906759.81	2681759.81	2015	1	455908.24	2906759.81	K310	2461752.00	2917659.83	2917659.83
0.00	0.00	235.51	-8.03	-33106.09	235.51	225000.00	243.55	0.00	225000.00	0.8743	0.00	-28945.28	1195920.22	970920.22	2015	0.8743	-33106.09	1195920.22	K311	1102839.00	1073893.72	1073893.72
0.00	0.00	1032.09	-9.64	-39736.37	1032.09	225000.00	1041.72	0.00	225000.00	0.9787	0.00	-38889.60	4479819.13	4254819.13	2015	0.9787	-39736.37	4479819.13	K312	4428040.00	4389150.40	4389150.40
0.00	0.00	181.17	-8.87	-36578.36	181.17	225000.00	190.04	0.00	225000.00	0.8253	0.00	-30187.25	971880.96	746880.96	2015	0.8253	-36578.36	971880.96	K313	871570.00	841382.75	841382.75
0.00	0.00	1066.78	-12.14	-50059.72	1066.78	225000.00	1078.92	0.00	225000.00	0.8316	0.00	-41628.43	4622847.55	4397847.55	2015	0.8316	-50059.72	4622847.55	K315	3923770.00	3882141.57	3882141.57
0.00	0.00	377.01	6.15	25351.40	377.01	225000.00	370.86	0.00	225000.00	1.0739	0.00	25351.38	1779225.24	1554225.24	2015	1	25351.40	1779225.24	K316	1868691.00	1894042.38	1894042.38
0.00	0.00	2215.78	41.15	169652.10	2215.78	225000.00	2174.63	0.00	225000.00	0.8167	0.00	138558.97	9359665.37	9134665.37	2015	0.8167	169652.10	9359665.37	K318	7546943.00	7685501.97	7685501.97
0.00	0.00	159.63	-5.86	-24154.24	159.63	225000.00	165.49	0.00	225000.00	0.8219	0.00	-19851.49	883076.40	658076.40	2015	0.8219	-24154.24	883076.40	K319	785701.00	765849.51	765849.51
0.00	0.00	1726.14	25.77	106240.01	1726.14	225000.00	1700.37	0.00	225000.00	0.8694	0.00	92367.88	7341083.97	7116083.97	2015	0.8694	106240.01	7341083.97	K321	6319544.00	6411911.88	6411911.88
0.00	0.00	160.87	-18.85	-77726.18	160.87	225000.00	179.72	0.00	225000.00	0.9038	0.00	-70248.00	888190.69	663190.69	2015	0.9038	-77726.18	888190.69	K322	894632.00	824384.00	824384.00
0.00	0.00	542.07	-29.66	-122267.72	542.07	225000.00	571.73	0.00	225000.00	0.875	0.00	-106982.45	2459718.36	2234718.36	2015	0.875	-122267.72	2459718.36	K323	2287328.00	2180345.55	2180345.55
0.00	0.00	258.53	30.93	127530.43	258.53	225000.00	227.59	0.00	225000.00	0.9665	0.00	123253.95	1290799.11	1065799.11	2015	0.9665	127530.43	1290799.11	K325	1131806.00	1255059.95	1255059.95
0.00	0.00	291.56	8.66	35709.37	291.56	225000.00	282.90	0.00	225000.00	0.819	0.00	29245.74	1426964.33	1201964.33	2015	0.819	35709.37	1426964.33	K326	1180155.00	1209400.74	1209400.74
0.00	0.00	748.94	-56.80	-234163.67	748.94	225000.00	805.74	0.00	225000.00	0.81	0.00	-189672.53	3312553.83	3087553.83	2015	0.81	-234163.67	3312553.83	K327	2915591.00	2725918.47	2725918.47
0.00	0.00	410.41	-79.40	-327341.07	410.41	225000.00	489.81	0.00	225000.00	0.9878	0.00	-323347.83	1916921.36	1691921.36	2015	0.9878	-327341.07	1916921.36	K328	2219629.00	1896281.17	1896281.17
0.00	0.00	544.78	-37.95	-156469.52	544.78	225000.00	582.74	0.00	225000.00	0.81	0.00	-126740.35	2470896.96	2245896.96	2015	0.81	-156469.52	2470896.96	K329	2170917.00	2044176.65	2044176.65
0.00	0.00	135.76	-9.98	-41143.89	135.76	225000.00	145.74	0.00	225000.00	0.81	0.00	-33326.53	784660.24	559660.24	2015	0.81	-41143.89	784660.24	K330	711651.00	678324.47	678324.47
0.00	0.00	239.69	-50.06	-206359.57	239.69	225000.00	289.75	0.00	225000.00	0.81	0.00	-167151.13	1213152.25	988152.25	2015	0.81	-206359.57	1213152.25	K334	1192554.00	1025402.87	1025402.87
0.00	0.00	498.92	-11.69	-48173.55	498.92	225000.00	510.61	0.00	225000.00	0.9053	0.00	-43611.22	2281823.72	2056823.72	2015	0.9053	-48173.55	2281823.72	K335	2130641.00	2087029.78	2087029.78
0.00	0.00	565.79	-2.41	-9935.93	565.79	225000.00	568.20	0.00	225000.00	0.81	0.00	-8048.10	2557504.53	2332504.53	2015	0.81	-9935.93	2557504.53	K337	2122377.00	2114328.90	2114328.90
0.00	0.00	287.19	46.96	193596.50	287.19	225000.00	240.23	0.00	225000.00	0.8574	0.00	165998.81	1408967.41	1183967.41	2015	0.8574	193596.50	1408967.41	K340	1074191.00	1240189.81	1240189.81
0.00	0.00	727.46	10.12	41710.23	727.46	225000.00	717.35	0.00	225000.00	0.8396	0.00	35019.65	3224003.48	2999003.48	2015	0.8396	41710.23	3224003.48	K344	2707925.00	2742944.65	2742944.65
0.00	0.00	834.24	-2.24	-9251.04	834.24	225000.00	836.48	0.00	225000.00	0.8141	0.00	-7531.24	3664190.32	3439190.32	2015	0.8141	-9251.04	3664190.32	K345	3032363.00	3024831.76	3024831.76
0.00	0.00	792.17	-23.17	-95530.36	792.17	225000.00	815.34	0.00	225000.00	0.8253	0.00	-78838.48	3490765.09	3265765.09	2015	0.8253	-95530.36	3490765.09	K346	2998981.00	2920142.52	2920142.52
0.00	0.00	558.04	-81.41	-335622.40	558.04	225000.00	639.45	0.00	225000.00	0.9008	0.00	-302343.78	2525554.56	2300554.56	2015	0.9008	-335622.40	2525554.56	K347	2599787.00	2297443.22	2297443.22
0.00	0.00	453.03	0.06	233.17	453.03	225000.00	452.97	0.00	225000.00	0.8317	0.00	193.92	2092635.57	1867635.57	2015	0.8317	233.17	2092635.57	K348	1778066.00	1778259.92	1778259.92
0.00	0.00	575.88	-30.86	-127230.07	575.88	225000.00	606.74	0.00	225000.00	0.8313	0.00	-105761.69	2599088.26	2374088.26	2015	0.8313	-127230.07	2599088.26	K349	2304254.00	2198492.31	2198492.31
0.00	0.00	551.32	-46.35	-191086.34	551.32	225000.00	597.67	0.00	225000.00	0.8211	0.00	-156898.21	2497833.06	2272833.06	2015	0.8211	-191086.34	2497833.06	K350	2248088.00	2091189.79	2091189.79
0.00	0.00	294.86	86.92	358327.46	294.86	225000.00	207.94	0.00	225000.00	1	0.00	358328.30	1440583.65	1215583.65	2015	1	358327.46	1440583.65	K351	1082258.00	1440586.30	1440586.30
0.00	0.00	464.81	-33.75	-139135.16	464.81	225000.00	498.56	0.00	225000.00	0.81	0.00	-112699.49	2141207.59	1916207.59	2015	0.81	-139135.16	2141207.59	K352	1889828.00	1777128.51	1777128.51
0.00	0.00	391.49	-0.48	-1971.55	391.49	225000.00	391.97	0.00	225000.00	0.8272	0.00	-1630.86	1838949.52	1613949.52	2015	0.8272	-1971.55	1838949.52	K353	1561680.00	1560049.14	1560049.14
0.00	0.00	351.51	-52.15	-215009.44	351.51	225000.00	403.67	0.00	225000.00	0.81	0.00	-174157.65	1674127.24	1449127.24	2015	0.81	-215009.44	1674127.24	K354	1572951.00	1398793.35	1398793.35
0.00	0.00	749.95	-14.79	-60972.77	749.95	225000.00	764.74	0.00	225000.00	0.8811	0.00	-53720.88	3316723.08	3091723.08	2015	0.8811	-60972.77	3316723.08	K361	3002725.00	2949004.12	2949004.12
0.00	0.00	263.03	84.36	347766.38	263.03	225000.00	178.67	0.00	225000.00	1	0.00	347766.38	1309336.04	1084336.04	2015	1	347766.38	1309336.04	K363	961570.00	1309336.38	1309336.38
0.00	0.00	523.27	-5.96	-24590.33	523.27	225000.00	529.24	0.00	225000.00	0.8141	0.00	-20018.36	2382205.93	2157205.93	2015	0.8141	-24590.33	2382205.93	K364	2001144.00	1981125.64	1981125.64
0.00	0.00	700.33	140.92	580942.54	700.33	225000.00	559.41	0.00	225000.00	0.9709	0.00	564030.29	3112125.80	2887125.80	2015	0.9709	580942.54	3112125.80	K366	2464046.00	3028076.29	3028076.29
0.00	0.00	733.02	-12.54	-51712.93	733.02	225000.00	745.56	0.00	225000.00	0.8139	0.00	-42090.37	3246907.35	3021907.35	2015	0.8139	-51712.93	3246907.35	K375	2726692.00	2684601.63	2684601.63
0.00	0.00	799.94	-46.00	-189650.42	799.94	225000.00	845.94	0.00	225000.00	0.8132	0.00	-154215.90	3522770.15	3297770.15	2015	0.8132	-189650.42	3522770.15	K376	3060827.00	2906611.10	2906611.10
0.00	0.00	652.47	-89.73	-369913.99	652.47	225000.00	742.20	0.00	225000.00	0.8256	0.00	-305411.04	2914846.14	2689846.14	2015	0.8256	-369913.99	2914846.14	K377	2751221.00	2445809.96	2445809.96
0.00	0.00	854.49	33.44	137843.44	854.49	225000.00	821.05	0.00	225000.00	0.8171	0.00	112629.53	3747679.38	3522679.38	2015	0.8171	137843.44	3747679.38	K380	2990692.00	3103321.53	3103321.53
0.00	0.00	506.30	3.02	12433.82	506.3	225000.00	503.28	0.00	225000.00	1.0593	0.00	12433.82	2312236.23	2087236.23	2015	1	12433.82	2312236.23	K381	2423654.00	2436087.82	2436087.82
0.00	0.00	750.02	14.41	59407.37	750.02	225000.00	735.61	0.00	225000.00	0.8274	0.00	49151.30	3317011.04	3092011.04	2015	0.8274	59407.37	3317011.04	K382	2734056.00	2783207.30	2783207.30
0.00	0.00	1156.51	66.65	274763.73	1156.51	225000.00	1089.86	0.00	225000.00	0.9226	0.00	253494.12	4992771.21	4767771.21	2015	0.9226	274763.73	4992771.21	K383	4370201.00	4623695.12	4623695.12
0.00	0.00	973.69	8.66	35694.94	973.69	225000.00	965.03	0.00	225000.00	0.8396	0.00	29969.23	4239079.16	4014079.16	2015	0.8396	35694.94	4239079.16	K384	3565225.00	3595194.23	3595194.23
0.00	0.00	177.54	-34.26	-141258.12	177.54	225000.00	211.80	0.00	225000.00	0.81	0.00	-114419.16	956913.11	731913.11	2015	0.81	-141258.12	956913.11	K385	932269.00	817849.84	817849.84
0.00	0.00	332.79	29.58	121962.67	332.79	225000.00	303.21	0.00	225000.00	0.8369	0.00	102071.53	1596962.31	1371962.31	2015	0.8369	121962.67	1596962.31	K392	1271135.00	1373206.53	1373206.53
0.00	0.00	181.98	-77.23	-318378.60	181.98	225000.00	259.21	0.00	225000.00	0.81	0.00	-257886.68	975216.08	750216.08	2015	0.81	-318378.60	975216.08	K393	1090562.00	832675.32	832675.32
0.00	0.00	727.45	8.58	35353.68	727.45	225000.00	718.88	0.00	225000.00	0.8624	0.00	30489.08	3223964.11	2998964.11	2015	0.8624	35353.68	3223964.11	K394	2780823.00	2811312.08	2811312.08
0.00	0.00	423.64	-10.75	-44327.72	423.64	225000.00	434.39	0.00	225000.00	0.9299	0.00	-41219.39	1971473.64	1746473.64	2015	0.9299	-44327.72	1971473.64	K397	1890227.00	1849007.61	1849007.61
0.00	0.00	457.76	-0.98	-4025.85	457.76	225000.00	458.73	0.00	225000.00	0.9098	0.00	-3662.74	2112125.84	1887125.84	2015	0.9098	-4025.85	2112125.84	K398	1945583.00	1941920.26	1941920.26
0.00	0.00	586.26	-11.88	-48966.58	586.26	225000.00	598.13	0.00	225000.00	0.8538	0.00	-41806.05	2641865.93	2416865.93	2015	0.8538	-48966.58	2641865.93	K399	2330247.00	2288440.95	2288440.95
0.00	0.00	320.77	12.46	51363.50	320.77	225000.00	308.31	0.00	225000.00	0.9734	0.00	49996.21	1547369.74	1322369.74	2015	0.9734	51363.50	1547369.74	K401	1462172.00	1512168.21	1512168.21
0.00	0.00	626.92	19.38	79891.30	626.92	225000.00	607.54	0.00	225000.00	0.8318	0.00	66451.56	2809502.88	2584502.88	2015	0.8318	79891.30	2809502.88	K403	2308273.00	2374724.56	2374724.56
0.00	0.00	755.57	79.37	327199.75	755.57	225000.00	676.20	0.00	225000.00	0.8812	0.00	288323.06	3339863.14	3114863.14	2015	0.8812	327199.75	3339863.14	K404	2681443.00	2969766.06	2969766.06
0.00	0.00	4588.03	91.73	378150.51	4588.03	225000.00	4496.30	0.00	225000.00	0.8744	0.00	330642.28	19139369.06	18914369.06	2015	0.8744	378150.51	19139369.06	K405	16432456.00	16763098.28	16763098.28
0.00	0.00	403.24	-19.48	-80289.79	403.24	225000.00	422.72	0.00	225000.00	0.8893	0.00	-71404.46	1887389.82	1662389.82	2015	0.8893	-80289.79	1887389.82	K408	1774825.00	1703420.54	1703420.54
0.00	0.00	664.54	63.06	259982.17	664.54	225000.00	601.47	0.00	225000.00	0.9451	0.00	245711.87	2964580.50	2739580.50	2015	0.9451	259982.17	2964580.50	K409	2568494.00	2814205.87	2814205.87
0.00	0.00	2981.73	-213.55	-880362.08	2981.73	225000.00	3195.27	0.00	225000.00	0.836	0.00	-735955.98	12517304.33	12292304.33	2015	0.836	-880362.08	12517304.33	K410	11236949.00	10500993.02	10500993.02
0.00	0.00	536.37	-70.22	-289498.96	536.37	225000.00	606.60	0.00	225000.00	0.81	0.00	-234494.09	2436218.96	2211218.96	2015	0.81	-289498.96	2436218.96	K412	2250581.00	2016086.91	2016086.91
0.00	0.00	567.02	169.54	698953.99	567.02	225000.00	397.47	0.00	225000.00	1	0.00	698953.99	2562560.26	2337560.26	2015	1	698953.99	2562560.26	K414	1863606.00	2562559.99	2562559.99
0.00	0.00	720.26	2.93	12073.02	720.26	225000.00	717.33	0.00	225000.00	0.9521	0.00	11494.49	3194295.04	2969295.04	2015	0.9521	12073.02	3194295.04	K419	3040514.00	3052008.49	3052008.49
0.00	0.00	367.34	111.59	460033.58	367.34	225000.00	255.75	0.00	225000.00	1	0.00	460034.45	1739390.70	1514390.70	2015	1	460033.58	1739390.70	K422	1279359.00	1739393.45	1739393.45
0.00	0.00	463.53	83.28	343345.97	463.53	225000.00	380.25	0.00	225000.00	0.9883	0.00	339338.87	2135940.41	1910940.41	2015	0.9883	343345.97	2135940.41	K423	1774299.00	2113637.87	2113637.87
0.00	0.00	4110.19	25.51	105181.48	4110.19	225000.00	4084.68	0.00	225000.00	0.846	0.00	88984.96	17169452.20	16944452.20	2015	0.846	105181.48	17169452.20	K425	14471253.00	14560237.96	14560237.96
0.00	0.00	455.34	-37.79	-155799.92	455.34	225000.00	493.13	0.00	225000.00	0.844	0.00	-131487.72	2102169.70	1877169.70	2015	0.844	-155799.92	2102169.70	K429	1940730.00	1809242.28	1809242.28
0.00	0.00	6991.62	18.44	76006.95	6991.62	225000.00	6973.18	0.00	225000.00	0.8737	0.00	66408.64	29048257.41	28823257.41	2015	0.8737	76006.95	29048257.41	K430	25341987.00	25408395.64	25408395.64
0.00	0.00	565.54	-25.68	-105866.50	565.54	225000.00	591.22	0.00	225000.00	0.8109	0.00	-85844.03	2556464.79	2331464.79	2015	0.8109	-105866.50	2556464.79	K439	2201360.00	2115515.97	2115515.97
0.00	0.00	340.51	-31.15	-128427.11	340.51	225000.00	371.66	0.00	225000.00	0.81	0.00	-104025.93	1628770.40	1403770.40	2015	0.81	-128427.11	1628770.40	K442	1466080.00	1362054.07	1362054.07
0.00	0.00	766.49	-10.17	-41941.73	766.49	225000.00	776.67	0.00	225000.00	0.8494	0.00	-35627.23	3384899.46	3159899.46	2015	0.8494	-41941.73	3384899.46	K443	2944791.00	2909163.77	2909163.77
0.00	0.00	4777.22	75.39	310816.04	4777.22	225000.00	4701.83	0.00	225000.00	0.8402	0.00	261152.27	19919326.54	19694326.54	2015	0.8402	310816.04	19919326.54	K445	16511315.00	16772467.27	16772467.27
0.00	0.00	360.74	58.20	239934.95	360.74	225000.00	302.53	0.00	225000.00	1	0.00	239934.76	1712147.90	1487147.90	2015	1	239934.95	1712147.90	K446	1472212.00	1712146.76	1712146.76
0.00	0.00	655.91	12.93	53306.20	655.91	225000.00	642.98	0.00	225000.00	0.8811	0.00	46965.63	2929024.03	2704024.03	2015	0.8811	53306.20	2929024.03	K447	2560425.00	2607390.63	2607390.63
0.00	0.00	1109.53	-27.27	-112427.22	1109.53	225000.00	1136.80	0.00	225000.00	0.9247	0.00	-103965.76	4799089.13	4574089.13	2015	0.9247	-112427.22	4799089.13	K448	4558801.00	4454835.24	4454835.24
0.00	0.00	889.74	127.66	526285.89	889.74	225000.00	762.08	0.00	225000.00	1.0044	0.00	526285.72	3892989.54	3667989.54	2015	1	526285.89	3892989.54	K449	3382876.00	3909161.72	3909161.72
0.00	0.00	427.39	30.38	125260.09	427.39	225000.00	397.00	0.00	225000.00	0.9378	0.00	117468.73	1986925.84	1761925.84	2015	0.9378	125260.09	1986925.84	K452	1759863.00	1877331.73	1877331.73
0.00	0.00	492.76	-44.98	-185418.62	492.76	225000.00	537.74	0.00	225000.00	0.8546	0.00	-158462.07	2256442.69	2031442.69	2015	0.8546	-185418.62	2256442.69	K454	2119569.00	1961106.93	1961106.93
0.00	0.00	1170.09	-235.66	-971536.56	1170.09	225000.00	1405.75	0.00	225000.00	0.81	0.00	-786944.50	5048749.14	4823749.14	2015	0.81	-971536.56	5048749.14	K455	4919181.00	4132236.50	4132236.50
0.00	0.00	512.15	-26.30	-108419.83	512.15	225000.00	538.45	0.00	225000.00	0.8395	0.00	-91013.52	2336369.11	2111369.11	2015	0.8395	-108419.83	2336369.11	K462	2088412.00	1997398.48	1997398.48
0.00	0.00	415.22	8.26	34048.90	415.22	225000.00	406.96	0.00	225000.00	0.81	0.00	27579.62	1936768.30	1711768.30	2015	0.81	34048.90	1936768.30	K463	1583953.00	1611532.62	1611532.62
0.00	0.00	594.65	5.12	21115.47	594.65	225000.00	589.53	0.00	225000.00	0.8573	0.00	18103.13	2676492.36	2451492.36	2015	0.8573	21115.47	2676492.36	K464	2308659.00	2326762.13	2326762.13
0.00	0.00	712.76	-35.48	-146281.37	712.76	225000.00	748.25	0.00	225000.00	0.8687	0.00	-127070.94	3163397.13	2938397.13	2015	0.8687	-146281.37	3163397.13	K468	2904582.00	2777511.06	2777511.06
0.00	0.00	1606.17	-8.33	-34350.62	1606.17	225000.00	1614.51	0.00	225000.00	0.8188	0.00	-28126.98	6846524.58	6621524.58	2015	0.8188	-34350.62	6846524.58	K474	5674965.00	5646838.02	5646838.02
0.00	0.00	973.17	25.52	105199.94	973.17	225000.00	947.65	0.00	225000.00	0.81	0.00	85211.97	4236929.39	4011929.39	2015	0.81	105199.94	4236929.39	K477	3389451.00	3474662.97	3474662.97
0.00	0.00	1408.04	-2.60	-10718.89	1408.04	225000.00	1410.64	0.00	225000.00	0.8586	0.00	-9202.78	6029704.11	5804704.11	2015	0.8586	-10718.89	6029704.11	K478	5217871.00	5208668.22	5208668.22
0.00	0.00	602.17	5.54	22842.40	602.17	225000.00	596.63	0.00	225000.00	0.8799	0.00	20098.32	2707470.05	2482470.05	2015	0.8799	22842.40	2707470.05	K483	2389150.00	2409248.32	2409248.32
0.00	0.00	221.89	-4.37	-18022.23	221.89	225000.00	226.26	0.00	225000.00	0.81	0.00	-14598.01	1139742.93	914742.93	2015	0.81	-18022.23	1139742.93	K484	980540.00	965941.99	965941.99
0.00	0.00	1809.63	-91.14	-375729.17	1809.63	225000.00	1900.77	0.00	225000.00	0.8468	0.00	-318152.47	7685278.00	7460278.00	2015	0.8468	-375729.17	7685278.00	K485	6860218.00	6542065.53	6542065.53
0.00	0.00	734.02	21.87	90180.31	734.02	225000.00	712.14	0.00	225000.00	0.8486	0.00	76527.87	3251025.64	3026025.64	2015	0.8486	90180.31	3251025.64	K488	2716386.00	2792913.87	2792913.87
0.00	0.00	216.94	-4.46	-18379.47	216.94	225000.00	221.40	0.00	225000.00	0.8945	0.00	-16439.71	1119356.37	894356.37	2015	0.8945	-18379.47	1119356.37	K489	1041406.00	1024966.29	1024966.29
0.00	0.00	6096.32	35.38	145848.82	6096.32	225000.00	6060.94	0.00	225000.00	0.8182	0.00	119335.13	25357358.44	25132358.44	2015	0.8182	145848.82	25357358.44	K490	20669240.00	20788575.13	20788575.13
0.00	0.00	612.18	-5.57	-22961.82	612.18	225000.00	617.75	0.00	225000.00	0.8844	0.00	-20308.51	2748750.59	2523750.59	2015	0.8844	-22961.82	2748750.59	K492	2477432.00	2457123.49	2457123.49
0.00	0.00	507.95	-56.50	-232941.39	507.95	225000.00	564.46	0.00	225000.00	0.81	0.00	-188682.58	2319066.59	2094066.59	2015	0.81	-232941.39	2319066.59	K493	2109877.00	1921194.42	1921194.42
0.00	0.00	1009.63	-574.60	-2368809.89	1009.63	225000.00	1584.23	0.00	225000.00	0.9047	0.00	-2143083.89	4387234.25	4162234.25	2015	0.9047	-2368809.89	4387234.25	K495	6133695.00	3990611.11	3990611.11
0.00	0.00	701.86	-16.80	-69272.78	701.86	225000.00	718.67	0.00	225000.00	0.8954	0.00	-62025.40	3118470.40	2893470.40	2015	0.8954	-69272.78	3118470.40	K497	2877778.00	2815752.60	2815752.60
0.00	0.00	787.18	43.31	178529.64	787.18	225000.00	743.87	0.00	225000.00	0.8437	0.00	150627.54	3470181.29	3245181.29	2015	0.8437	178529.64	3470181.29	K498	2812370.00	2962997.54	2962997.54
0.00	0.00	819.27	-85.82	-353788.70	819.27	225000.00	905.09	0.00	225000.00	0.81	0.00	-286568.91	3602488.21	3377488.21	2015	0.81	-353788.70	3602488.21	K499	3247335.00	2960766.09	2960766.09
0.00	0.00	423.52	-69.84	-287914.35	423.52	225000.00	493.35	0.00	225000.00	0.8162	0.00	-234985.44	1970962.80	1745962.80	2015	0.8162	-287914.35	1970962.80	K502	1884978.00	1649992.56	1649992.56
0.00	0.00	1675.00	38.82	160017.20	1675	225000.00	1636.18	0.00	225000.00	0.879	0.00	140647.93	7130255.75	6905255.75	2015	0.879	160017.20	7130255.75	K503	6153762.00	6294409.93	6294409.93
0.00	0.00	537.56	-22.95	-94608.96	537.56	225000.00	560.51	0.00	225000.00	0.8137	0.00	-76987.44	2441119.89	2216119.89	2015	0.8137	-94608.96	2441119.89	K504	2105341.00	2028353.56	2028353.56
0.00	0.00	4562.47	-101.01	-416416.18	4562.47	225000.00	4663.48	0.00	225000.00	0.8253	0.00	-343687.30	19033996.82	18808996.82	2015	0.8253	-416416.18	19033996.82	K505	16092612.00	15748924.70	15748924.70
