16 697.31 3099692.52 2874692.52	11912.98
162 757.02 3345838.36 3120838.36	42975.49
168 643.93 2879642.87 2654642.87	32989.78
169 627.36 2811302.24 2586302.24	40680.12
172 280.74 1382372.88 1157372.88	30333.52
182 813.61 3579154.85 3354154.85	19181.04
182 946.34 4126317.72 3901317.72	11371.3
184 375.65 1773639.46 1548639.46	11172.92
188 1645.5 7008630.65 6783630.65	141706.35
19 421.64 1963245.15 1738245.15	18656.23
19 605.9 2722834.98 2497834.98	24596.57
191 2189.4 9250911.36 9025911.36	327611.41
193 1984.86 8407687.44 8182687.44	293434.77
198 536.91 2438436.29 2213436.29	5367.85
203 2538.77 10691174.60 10466174.60	1078475.72
208 2612.39 10994689.91 10769689.91	607104.24
210 3158.84 13247451.72 13022451.72	1090913.53
212 858.3 3763365.52 3538365.52	31841.52
225 129.52 758972.65 533972.65	51381.42
226 928.98 4054780.13 3829780.13	8450.2
227 862.25 3779681.40 3554681.40	49668.34
236 798.51 3516896.40 3291896.40	35069.43
237 589.29 2654375.89 2429375.89	16578.41
24 299.08 1457990.85 1232990.85	14574.64
248 1037.58 4502461.12 4277461.12	12009.62
248 266.64 1324250.98 1099250.98	32872.97
249 518.71 2363416.75 2138416.75	22647.67
250 447.32 2069094.17 1844094.17	26153.45
251 834.26 3664260.38 3439260.38	18381.51
257 1528.06 6524514.94 6299514.94	250032.3
260 1402.76 6007961.88 5782961.88	51068.82
264 205.01 1070178.52 845178.52	38867.76
266 383.83 1807340.14 1582340.14	28087.72
267 2382.62 10047473.09 9822473.09	953528.91
269 1020.81 4433332.04 4208332.04	45961.17
27 458.43 2114919.08 1889919.08	28281.22
270 860.6 3772879.79 3547879.79	18363.43
272 1809.22 7683598.67 7458598.67	90740.45
283 1523.87 6507243.16 6282243.16	447523.04
284 1746.17 7423655.53 7198655.53	59482.01
29 514.2 2344825.46 2119825.46	17666.4
297 559.12 2529992.85 2304992.85	15565.21
298 1447.27 6191424.72 5966424.72	161301.7
310 1664.33 7086285.61 6861285.61	158260.25
322 765.57 3381088.93 3156088.93	20704.23
325 301.91 1469636.09 1244636.09	21176.29
326 1381.05 5918453.92 5693453.92	72516.97
331 739.01 3271583.33 3046583.33	41120.37
333 828.48 3640428.35 3415428.35	15077.29
338 910.6 3978990.40 3753990.40	60609.83
340 1125.5 4864944.40 4639944.40	75058.86
342 1058.69 4589487.53 4364487.53	31858.14
342 915.96 4001076.87 3776076.87	40011.31
348 1368.9 5868335.86 5643335.86	86213.77
349 525.52 2391460.77 2166460.77	12523.43
353 547.6 2482490.22 2257490.22	12624.51
355 673.01 2999506.75 2774506.75	36151.99
357 676.23 3012806.56 2787806.56	26725.75
358 649.23 2901488.84 2676488.84	11999.38
358 916.14 4001812.75 3776812.75	58476.72
360 650.69 2907487.80 2682487.80	11999.38
37 1069.97 4636011.99 4411011.99	53090.52
37 614.95 2760158.41 2535158.41	10086.3
38 501.84 2293844.45 2068844.45	16988.9
389 634.68 2841505.38 2616505.38	15808.38
391 159.63 883076.40 658076.40	29869.32
393 1514.35 6467985.70 6242985.70	136960.11
400 1368.79 5867911.49 5642911.49	87062.62
406 834.24 3664190.32 3439190.32	23875.05
407 792.17 3490765.09 3265765.09	52268.96
409 696.15 3094898.65 2869898.65	9588.9
410 575.88 2599088.26 2374088.26	8807.03
42 1010.63 4391385.73 4166385.73	76785.57
42 1023.07 4442665.45 4217665.45	43329.01
424 506.3 2312236.23 2087236.23	29126.47
433 457.76 2112125.84 1887125.84	17845.23
438 4588.03 19139369.06 18914369.06	5244115.45
443 567.02 2562560.26 2337560.26	12192.42
445 367.34 1739390.70 1514390.70	20862.69
46 1920.04 8140443.97 7915443.97	290997.47
465 1606.17 6846524.58 6621524.58	232531.4
469 1570.77 6700580.79 6475580.79	185466.05
476 1009.63 4387234.25 4162234.25	30850.44
49 524.02 2385301.84 2160301.84	12319.36
490 1849.52 7849740.90 7624740.90	223366.17
492 1100.79 4763061.90 4538061.90	104788.01
499 522.97 2380968.08 2155968.08	17195.15
507 829.98 3646644.40 3421644.40	26745.72
512 477.9 2195148.50 1970148.50	15161.3
513 811.36 3569877.25 3344877.25	27212.14
523 582.01 2624353.76 2399353.76	25896.52
534 919.08 4013960.23 3788960.23	25769.84
535 707.81 3142989.44 2917989.44	12157.37
536 1037.41 4501768.41 4276768.41	10624.03
541 1877.89 7966687.99 7741687.99	237402.57
546 1203.46 5186310.68 4961310.68	17453.69
556 694.91 3089803.14 2864803.14	19930.7
559 359.09 1705362.02 1480362.02	27816.97
561 292.57 1431145.20 1206145.20	11205.26
564 1205.57 5195036.47 4970036.47	21856.81
580 348.78 1662848.72 1437848.72	15738.03
581 455.01 2100780.18 1875780.18	31793.11
585 996.61 4333565.46 4108565.46	61014.3
594 408.34 1908400.52 1683400.52	17043.75
601 386.74 1819366.62 1594366.62	33842.95
611 802.76 3534428.99 3309428.99	35069.43
613 617.08 2768943.29 2543943.29	16966.18
617 872.7 3822743.25 3597743.25	29365.6
618 869.79 3810755.24 3585755.24	42469.19
621 416.38 1941542.03 1716542.03	39200.39
622 1012.44 4398827.99 4173827.99	44356.54
63 4207.35 17569985.00 17344985.00	2467170.45
630 437.96 2030505.99 1805505.99	13757.21
631 692.89 3081479.44 2856479.44	16649.42
634 549.03 2488387.89 2263387.89	23238.86
635 359.8 1708287.30 1483287.30	7713.47
643 687.32 3058508.18 2833508.18	6010.29
646 956.92 4169932.55 3944932.55	43845.59
647 527.03 2397721.73 2172721.73	12523.43
65 3826.11 15998294.03 15773294.03	2368178.85
654 611.72 2746842.97 2521842.97	11654.45
66 1044.73 4531935.44 4306935.44	50245.1
665 736.79 3262463.03 3037463.03	33669.83
674 742.39 3285540.22 3060540.22	15364.62
676 545.48 2473775.26 2248775.26	12009.19
684 277.06 1367207.96 1142207.96	30333.52
689 151.44 849306.80 624306.80	50148.08
690 376.78 1778300.38 1553300.38	32248.17
694 1080.42 4679083.11 4454083.11	52984.89
703 512.06 2335993.33 2110993.33	16112.79
705 815.57 3587207.53 3362207.53	19606.07
708 388.73 1827539.91 1602539.91	29679.64
710 532.21 2419076.89 2194076.89	11877.22
720 599.71 2697324.61 2472324.61	18952.66
73 947.75 4132133.47 3907133.47	13846.98
730 227.45 1162689.61 937689.61	66469.28
731 336.05 1610365.00 1385365.00	26808.64
732 969.52 4221893.36 3996893.36	62902.47
737 337.21 1615157.78 1390157.78	22291.78
742 658.74 2940692.89 2715692.89	19184.35
746 695.25 3091202.67 2866202.67	16981.76
747 111.78 685832.45 460832.45	59718.33
747 732.64 3245348.47 3020348.47	21860.11
749 797.09 3511047.61 3286047.61	18605.46
761 645.2 2884876.18 2659876.18	24337.55
765 289.35 1417877.76 1192877.76	34006.15
767 579.21 2612804.86 2387804.86	27436.53
77 1442.21 6170565.41 5945565.41	119578.02
773 260.21 1297712.51 1072712.51	17472.68
778 457.49 2111031.79 1886031.79	15656.86
780 164.79 904368.76 679368.76	54602.05
8 899.03 3931310.14 3706310.14	15313.93
87 468.75 2157426.35 1932426.35	31359.51
88 751.81 3324353.22 3099353.22	8349.34
93 544.43 2469449.91 2244449.91	14641.7
94 224 1148467.88 923467.88	58230.08
103 360.73 1712143.57 1487143.57	9722.61
108 592.2 2666375.54 2441375.54	12969.63
113 934.38 4077021.76 3852021.76	44151.79
114 1283.71 5517161.97 5292161.97	119864.61
119 1620.88 6907159.47 6682159.47	140046.29
124 826.65 3632890.62 3407890.62	15077.29
126 527.19 2398383.84 2173383.84	13847.81
143 852.89 3741060.12 3516060.12	20884.21
146 498.8 2281309.77 2056309.77	21936.38
147 1161.3 5012525.36 4787525.36	53947.9
149 1471.27 6290394.19 6065394.19	95639.18
149 899.19 3931971.79 3706971.79	16746.74
15 293.35 1434352.52 1209352.52	14778.17
165 1046.39 4538785.47 4313785.47	26769.35
166 1170.04 5048535.51 4823535.51	39105.46
173 1178.87 5084929.72 4859929.72	45898.33
174 1787.03 7592115.01 7367115.01	191553.97
179 2585.41 10883478.43 10658478.43	856072.32
18 87.02 583760.25 358760.25	137379.84
186 398.15 1866387.17 1641387.17	40455.19
189 633.38 2836153.11 2611153.11	42219.04
194 1054.02 4570256.83 4345256.83	23113.56
194 720.5 3195306.11 2970306.11	13279.49
196 464.94 2141748.50 1916748.50	31359.51
197 1053.83 4569481.88 4344481.88	21563.47
198 381.14 1796275.17 1571275.17	37482.86
203 514.4 2345628.98 2120628.98	18521.99
204 966.48 4209363.79 3984363.79	59734.31
206 928.62 4053292.64 3828292.64	82529.94
209 921.27 4022988.55 3797988.55	33443.83
21 732.01 3242764.09 3017764.09	16690.72
211 897.18 3923654.10 3698654.10	21482.34
217 109.23 675316.06 450316.06	50616.66
222 155.33 865346.87 640346.87	36754.96
224 729.59 3232782.73 3007782.73	11106.06
23 270.77 1341260.29 1116260.29	32394.89
233 528.19 2402499.75 2177499.75	11469.87
235 1299.7 5583052.45 5358052.45	146976.76
236 1130.43 4885257.17 4660257.17	48883.11
245 850.57 3731521.94 3506521.94	32318.8
258 1905.72 8081413.77 7856413.77	207882.35
263 515.77 2351270.86 2126270.86	24294.72
265 833.52 3661204.32 3436204.32	24494.37
268 1322.65 5677680.47 5452680.47	140405.35
273 1250.23 5379150.44 5154150.44	99309.77
274 1769.04 7517965.73 7292965.73	188643.27
275 1376.37 5899127.65 5674127.65	77698.8
276 1556.66 6642398.53 6417398.53	432731.28
277 853.28 3742680.64 3517680.64	41374.78
290 1741.38 7403914.29 7178914.29	98969.28
299 1446.23 6187152.13 5962152.13	152755.48
300 390.05 1832988.37 1607988.37	18781.4
303 1006.71 4375216.40 4150216.40	47228.91
303 785.77 3464364.12 3239364.12	22567.16
306 541.88 2458945.47 2233945.47	15293.53
307 1134.6 4902422.09 4677422.09	74964.48
307 317.21 1532698.45 1307698.45	16281.39
31 325.21 1565675.94 1340675.94	6556.28
310 610.12 2740250.68 2515250.68	34835.62
312 772.48 3409565.61 3184565.61	7616.2
313 2243.62 9474419.58 9249419.58	506368.99
316 661.54 2952234.13 2727234.13	14211.76
317 339.92 1626341.55 1401341.55	53830.45
317 700.8 3114073.81 2889073.81	9508.83
321 1725.79 7339655.01 7114655.01	108514.3
323 1696.32 7218146.23 6993146.23	243047.03
325 2518 10605558.66 10380558.66	1074929.08
327 609.39 2737237.83 2512237.83	12193.5
331 701.24 3115911.67 2890911.67	20529.25
332 325.69 1567668.55 1342668.55	10541.98
334 364.39 1727220.69 1502220.69	10002.67
335 960.05 4182834.74 3957834.74	78126.71
336 524.46 2387112.69 2162112.69	8697.22
341 773.4 3413373.25 3188373.25	13394.87
343 436.29 2023628.22 1798628.22	17736.45
346 993.2 4319532.27 4094532.27	47416.96
350 595.28 2679070.50 2454070.50	14329.16
362 690.81 3072903.16 2847903.16	28473.45
363 1114.21 4818398.69 4593398.69	58347.07
378 217.31 1120860.86 895860.86	70396.74
380 183.06 979663.57 754663.57	42129.97
382 599.81 2697736.17 2472736.17	19470.12
384 650.51 2906759.81 2681759.81	14481.78
40 502.77 2297674.76 2072674.76	24158.21
402 498.92 2281823.72 2056823.72	9951.13
418 523.27 2382205.93 2157205.93	14935.25
419 306.39 1488105.09 1263105.09	55108.58
427 973.69 4239079.16 4014079.16	92398.38
436 626.92 2809502.88 2584502.88	37080.96
439 927.96 4050555.54 3825555.54	11937.85
457 1000.72 4350505.97 4125505.97	86379.55
459 1501.7 6415834.85 6190834.85	104314.35
468 1906.68 8085374.88 7860374.88	237402.57
474 612.18 2748750.59 2523750.59	13905.92
475 507.95 2319066.59 2094066.59	28628.78
478 787.18 3470181.29 3245181.29	49122.08
480 423.52 1970962.80 1745962.80	15437.18
483 4562.47 19033996.82 18808996.82	5033345.41
484 460.06 2121602.15 1896602.15	17019.1
486 861.99 3778584.50 3553584.50	47474.28
488 945.35 4122249.43 3897249.43	19508.87
489 761.5 3364299.52 3139299.52	19271.89
49 2042.84 8646700.73 8421700.73	968611.42
493 1088.08 4710674.25 4485674.25	94453.08
494 717.29 3182049.86 2957049.86	21447.7
496 351.28 1673177.69 1448177.69	4922.41
500 1482.87 6338207.98 6113207.98	132740.62
500 216.9 1119162.51 894162.51	19139.81
502 529.58 2408233.99 2183233.99	20743.97
505 1025.33 4451984.73 4226984.73	84288.45
508 527.59 2400021.06 2175021.06	12717.72
526 345.08 1647623.38 1422623.38	21567.47
53 983.1 4277872.39 4052872.39	36208.85
533 516.32 2353558.14 2128558.14	29891.24
539 458.54 2115365.28 1890365.28	19239.32
545 549.82 2491651.01 2266651.01	24594.02
557 984.89 4285272.75 4060272.75	68527.35
568 440.91 2042691.87 1817691.87	16800.52
571 365.58 1732120.93 1507120.93	14493.94
578 774.91 3419593.15 3194593.15	6735.97
581 210.37 1092254.45 867254.45	12450.17
584 143.3 815764.67 590764.67	64686.43
589 747.86 3308088.49 3083088.49	8678.91
592 397.38 1863206.48 1638206.48	34093.04
599 254.22 1273022.18 1048022.18	14283.83
60 863.55 3785041.46 3560041.46	25140.72
608 615.91 2764134.19 2539134.19	7952.52
614 1151.87 4973655.12 4748655.12	89849.68
614 675.19 3008501.41 2783501.41	25856.12
62 153.37 857260.07 632260.07	37174.5
628 848.58 3723292.50 3498292.50	35539.55
63 728.72 3229163.40 3004163.40	10321.1
